序,股票代码,股票简称,A股市值,A股市值
697,603708, 家家悦,64.66,64.66
698,603711, 香飘飘,58.27,58.27
699,603719, 良品铺子,50.81,50.81
700,603738, 泰晶科技,63.15,63.15
701,603758, 秦安股份,56.17,56.17
702,603767, 中马传动,50.31,50.31
703,603773, 沃格光电,57.5,57.5
704,603800, 洪田股份,68.62,68.62
705,603801, 志邦家居,53.04,53.04
706,603848, 好太太,57.23,57.23
707,603877, 太平鸟,73.16,73.16
708,603890, 春秋电子,54.31,54.31
709,603897, 长城科技,51.38,51.38
710,603901, 永创智能,53.21,53.21
711,603906, 龙蟠科技,64.25,64.25
712,603912, 佳力图,51.53,51.53
713,603918, 金桥信息,58.68,58.68
714,603929, 亚翔集成,70.66,70.66
715,603931, 格林达,57.21,57.21
716,603936, 博敏电子,51.13,51.13
717,603949, 雪龙集团,51.67,51.67
718,603960, 克来机电,56.29,56.29
719,603969, 银龙股份,55.73,55.73
720,603985, 恒润股份,59.87,59.87
721,603989, 艾华集团,63.42,63.42
722,605005, 合兴股份,71.5,71.5
723,605007, 五洲特纸,60.71,60.71
724,605009, 豪悦护理,66.25,66.25
725,605016, 百龙创园,68.17,68.17
726,605018, 长华集团,58.67,58.67
727,605050, 福然德,52.98,52.98
728,605056, 咸亨国际,57.74,57.74
729,605088, 冠盛股份,71.4,71.4
730,605098, 行动教育,51,51
731,605108, 同庆楼,56.29,56.29
732,605123, 派克新材,71.16,71.16
733,605128, 上海沿浦,57.38,57.38
734,605133, 嵘泰股份,66.4,66.4
735,605168, 三人行,63.08,63.08
736,605183, 确成股份,74.86,74.86
737,605196, 华通线缆,71.91,71.91
738,605199, 葫芦娃,60.02,60.02
739,605222, 起帆电缆,71.18,71.18
740,605277, 新亚电子,55.49,55.49
741,605286, 同力日升,67.27,67.27
742,605300, 佳禾食品,63.39,63.39
743,605305, 中际联合,61.06,61.06
744,605337, 李子园,50.76,50.76
745,605339, 南侨食品,70.98,70.98
746,605377, 华旺科技,59.38,59.38
747,605398, 新炬网络,52.72,52.72
748,605577, 龙版传媒,63.64,63.64
749,605598, 上海港湾,53.31,53.31
750,688010, 福光股份,58.22,58.22
751,688023, 安恒信息,54.39,54.39
752,688025, 杰普特,54.27,54.27
753,688031, 星环科技-U,61.58,61.58
754,688035, 德邦科技,54.86,54.86
755,688046, 药康生物,57.89,57.89
756,688049, 炬芯科技,65.4,65.4
757,688062, 迈威生物-U,69.41,69.41
758,688075, 安旭生物,52.19,52.19
759,688084, 晶品特装,50.47,50.47
760,688085, 三友医疗,50.21,50.21
761,688087, 英科再生,53.06,53.06
762,688093, 世华科技,62.22,62.22
763,688095, 福昕软件,57.98,57.98
764,688138, 清溢光电,69.07,69.07
765,688151, 华强科技,62.18,62.18
766,688155, 先惠技术,55.97,55.97
767,688157, 松井股份,50.28,50.28
768,688167, 炬光科技,70.28,70.28
769,688168, 安博通,53.07,53.07
770,688173, 希荻微,50.63,50.63
771,688185, 康希诺,66.35,66.35
772,688195, 腾景科技,51.8,51.8
773,688196, 卓越新能,52.38,52.38
774,688205, 德科立,73.27,73.27
775,688212, 澳华内镜,58.42,58.42
776,688219, 会通股份,60.77,60.77
777,688222, 成都先导,60.62,60.62
778,688226, 威腾电气,72.23,72.23
779,688230, 芯导科技,54.1,54.1
780,688239, 航宇科技,61.54,61.54
781,688259, 创耀科技,57.34,57.34
782,688261, 东微半导,52.16,52.16
783,688268, 华特气体,56.64,56.64
784,688275, 万润新能,55.23,55.23
785,688277, 天智航-U,57.07,57.07
786,688290, 景业智能,57.65,57.65
787,688298, 东方生物,67.15,67.15
788,688311, 盟升电子,64.76,64.76
789,688315, 诺禾致源,63.14,63.14
790,688319, 欧林生物,58.86,58.86
791,688320, 禾川科技,63.73,63.73
792,688321, 微芯生物,73.04,73.04
793,688334, 西高院,54.29,54.29
794,688337, 普源精电,66.81,66.81
795,688359, 三孚新科,54.97,54.97
796,688365, 光云科技,55.87,55.87
797,688371, 菲沃泰,56.76,56.76
798,688376, 美埃科技,50.21,50.21
799,688381, 帝奥微,52.52,52.52
800,688389, 普门科技,65.09,65.09
801,688392, 骄成超声,58.43,58.43
802,688401, 路维光电,61.73,61.73
803,688418, 震有科技,57.6,57.6
804,688429, 时创能源,61.48,61.48
805,688505, 复旦张江,56.99,56.99
806,688508, 芯朋微,65.37,65.37
807,688513, 苑东生物,53.77,53.77
808,688518, 联赢激光,56.08,56.08
809,688526, 科前生物,74.25,74.25
810,688531, 日联科技,67.66,67.66
811,688533, 上声电子,52.27,52.27
812,688535, 华海诚科,61.67,61.67
813,688550, 瑞联新材,66.3,66.3
814,688552, 航天南湖,69.68,69.68
815,688553, 汇宇制药-W,66.63,66.63
816,688556, 高测股份,61.57,61.57
817,688562, 航天软件,63.92,63.92
818,688581, 安杰思,55.19,55.19
819,688588, 凌志软件,53.56,53.56
820,688590, 新致软件,54.4,54.4
821,688595, 芯海科技,54.71,54.71
822,688598, 金博股份,59,59
823,688601, 力芯微,55.72,55.72
824,688603, 天承科技,58.48,58.48
825,688606, 奥泰生物,57.07,57.07
826,688609, 九联科技,52,52
827,688611, 杭州柯林,50.66,50.66
828,688620, 安凯微,52.45,52.45
829,688622, 禾信仪器,68.25,68.25
830,688625, 呈和科技,56.69,56.69
831,688626, 翔宇医疗,58.42,58.42
832,688627, 精智达,67.58,67.58
833,688653, 康希通信,54.21,54.21
834,688656, 浩欧博,56.54,56.54
835,688658, 悦康药业,65.25,65.25
836,688661, 和林微纳,53.5,53.5
837,688668, 鼎通科技,62.84,62.84
838,688678, 福立旺,72.99,72.99
839,688697, 纽威数控,63.8,63.8
840,688707, 振华新材,65.73,65.73
841,688710, 益诺思,51.87,51.87
842,688721, 龙图光罩,66.98,66.98
843,688758, 赛分科技,71.22,71.22
844,688787, 海天瑞声,57.98,57.98
